id,gender,age,dependents,lifetime,phone_services,internet_services,online_streaming,multiple_connections,premium_plan,online_protect,contract_plan,ebill_services,default_payment,monthly_charges,issues,exit_status
2813,Male,18-30,No,68,Yes,None,,Yes,,,Two year,No,Physical,24.55,7,No
2905,Female,30-45,No,21,Yes,4G,No,No,Yes,Yes,One year,No,Online Transfer,79.2,7,No
4658,Female,18-30,No,8,Yes,3G,No,No,No,No,Month-to-month,No,Physical,44.45,3,No
4613,Female,>60,No,54,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,79.5,25,Yes
6044,Female,18-30,Yes,12,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,76.6,10,No
3844,Female,18-30,No,35,Yes,3G,Major User,Yes,Yes,Yes,One year,Yes,Auto-payment,85.95,20,Yes
3906,Female,30-45,No,1,Yes,4G,Sometimes,No,No,No,Month-to-month,No,Online Transfer,78.8,20,Yes
1208,Female,18-30,No,1,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,2000,22,Yes
2955,Male,18-30,No,7,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,93.85,20,Yes
4267,Female,30-45,No,72,Yes,,Major User,Yes,Yes,Yes,Two year,Yes,Auto-payment,91.15,18,No
609,Female,45-60,No,65,Yes,4G,Major User,Yes,No,Yes,Month-to-month,No,Auto-payment,105.25,23,Yes
5573,Female,>60,No,1,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,69.85,22,Yes
234,Female,18-30,No,29,Yes,None,,Yes,,,Month-to-month,No,Online Transfer,25.15,8,No
3539,Male,18-30,No,8,Yes,3G,No,No,No,No,Month-to-month,Yes,Physical,45.15,23,Yes
2136,Male,18-30,Yes,15,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,91,16,No
6631,Male,30-45,No,25,Yes,3G,No,Yes,No,Yes,Month-to-month,No,Auto-payment,55.55,4,No
2253,Male,45-60,No,72,Yes,,Sometimes,No,Yes,Yes,Two year,No,Auto-payment,74.4,18,No
1126,Male,18-30,No,7,Yes,4G,No,No,No,Yes,Month-to-month,No,Physical,74.65,22,Yes
2827,Male,18-30,No,1,Yes,3G,No,No,No,No,Month-to-month,Yes,Physical,50.15,3,No
4503,Female,18-30,No,17,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,94.4,26,Yes
5781,Female,18-30,No,27,Yes,4G,Sometimes,No,Yes,Yes,Month-to-month,Yes,Online Transfer,89.2,3,No
5720,Female,18-30,No,32,Yes,4G,Major User,Yes,No,Yes,One year,Yes,Auto-payment,104.05,5,No
2091,Female,18-30,Yes,50,Yes,None,,No,,,Two year,No,Auto-payment,20.15,13,No
2688,Male,30-45,No,5,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,78.75,15,Yes
2931,Female,>60,Yes,33,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Auto-payment,105.35,19,No
5692,Male,30-45,Yes,9,Yes,3G,No,No,Yes,No,Month-to-month,No,Physical,54.8,11,No
774,Male,30-45,No,33,Yes,4G,Major User,No,No,Yes,One year,Yes,Online Transfer,95.8,19,Yes
474,Female,30-45,Yes,1,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,74.7,24,Yes
1809,Male,45-60,No,32,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,85,16,Yes
4254,Male,30-45,No,29,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,84.45,21,Yes
481,Female,30-45,No,48,No,3G,Sometimes,,No,Yes,Month-to-month,Yes,Auto-payment,45.3,19,Yes
6516,Male,18-30,Yes,1,Yes,3G,No,No,No,Yes,Month-to-month,No,Online Transfer,48.95,15,Yes
1056,Female,18-30,No,5,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,80,21,Yes
1371,Female,>60,No,1,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,79.2,24,Yes
5297,Female,30-45,Yes,54,Yes,None,,No,,,Two year,Yes,Auto-payment,20.35,18,No
1579,Male,45-60,No,12,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,80.45,17,Yes
6813,Female,30-45,No,64,No,3G,Sometimes,,Yes,Yes,Two year,No,Online Transfer,47.85,22,Yes
6918,Female,30-45,No,33,Yes,4G,Major User,No,Yes,Yes,One year,Yes,Online Transfer,103.75,24,Yes
559,Male,18-30,No,1,Yes,3G,No,No,Yes,No,Month-to-month,Yes,Online Transfer,49.3,15,No
6046,Female,18-30,No,9,Yes,4G,Sometimes,No,No,Yes,Month-to-month,Yes,Auto-payment,85.3,7,No
798,Female,30-45,Yes,1,Yes,None,,No,,,Month-to-month,No,Online Transfer,20,17,No
1192,Male,18-30,No,7,Yes,4G,Sometimes,Yes,No,Yes,Month-to-month,Yes,Online Transfer,90.45,18,Yes
1335,Male,18-30,No,2,Yes,3G,No,No,No,No,Month-to-month,Yes,Physical,45,20,Yes
6981,Female,18-30,No,8,Yes,3G,Sometimes,No,Yes,No,Month-to-month,Yes,Online Transfer,65.45,9,No
4400,Female,30-45,Yes,7,No,3G,No,,No,No,Month-to-month,Yes,Online Transfer,24.7,5,No
6788,Male,18-30,Yes,25,Yes,None,,No,,,Month-to-month,No,Physical,20.8,7,No
1948,Female,18-30,No,2,Yes,4G,Sometimes,No,No,No,Month-to-month,No,Online Transfer,80.75,21,Yes
166,Female,18-30,No,4,Yes,4G,No,No,No,No,Month-to-month,Yes,Auto-payment,70.9,17,Yes
1294,Male,18-30,No,6,Yes,3G,No,No,No,No,Month-to-month,No,Online Transfer,44.75,28,Yes
5282,Female,30-45,No,3,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,95.2,23,Yes
6082,Female,30-45,No,59,Yes,,Major User,Yes,No,No,Month-to-month,No,Online Transfer,101.1,24,Yes
3854,Female,30-45,No,50,Yes,4G,Major User,Yes,Yes,No,Month-to-month,Yes,Auto-payment,109.65,9,No
5363,Male,30-45,Yes,70,Yes,None,,Yes,,,Two year,No,Physical,25.35,3,No
6588,Female,30-45,Yes,23,Yes,None,,Yes,,,Two year,No,Physical,23.85,19,No
453,Female,30-45,Yes,28,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,81.05,22,Yes
2032,Female,30-45,No,15,Yes,4G,Major User,No,No,No,Month-to-month,No,Online Transfer,88.15,20,Yes
976,Male,18-30,No,1,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,69.9,17,Yes
5216,Female,30-45,No,48,No,3G,No,,No,Yes,One year,No,Physical,34.7,15,Yes
4938,Male,30-45,Yes,17,Yes,4G,Sometimes,No,No,Yes,Month-to-month,Yes,Online Transfer,89.4,20,Yes
4955,Male,18-30,No,1,Yes,4G,No,No,No,No,Month-to-month,No,Physical,69.4,18,Yes
4949,Male,18-30,No,5,No,,Major User,,No,No,Month-to-month,Yes,Physical,51,17,Yes
401,Female,18-30,No,11,Yes,,,No,,,One year,No,Auto-payment,20.05,12,No
5524,Male,30-45,Yes,45,Yes,3G,No,No,Yes,No,Two year,No,Auto-payment,54.65,4,No
3767,Male,30-45,No,72,Yes,4G,Major User,Yes,Yes,Yes,Two year,Yes,Auto-payment,110.9,14,No
6126,Male,>60,No,19,Yes,4G,Major User,No,No,Yes,Month-to-month,Yes,Auto-payment,95.9,21,Yes
6743,Male,18-30,No,10,Yes,None,,Yes,,,Month-to-month,Yes,Online Transfer,24,7,No
4645,Female,30-45,No,33,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,104.4,17,Yes
6246,Male,18-30,No,54,Yes,3G,Sometimes,No,No,No,Two year,Yes,Auto-payment,65.3,4,No
4092,Female,18-30,No,1,Yes,None,,No,,,Month-to-month,Yes,Physical,20.25,19,No
2455,Female,18-30,No,5,Yes,4G,Sometimes,No,Yes,No,Month-to-month,Yes,Online Transfer,2000,20,Yes
22,Male,18-30,No,1,Yes,None,,No,,,Month-to-month,No,Physical,20.15,21,Yes
1606,Male,45-60,Yes,72,Yes,4G,Major User,No,Yes,Yes,Two year,Yes,Auto-payment,104.1,18,No
1111,Female,18-30,No,4,Yes,4G,Sometimes,No,Yes,Yes,Month-to-month,Yes,Auto-payment,94.4,23,Yes
5795,Male,18-30,No,39,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,106.4,5,No
726,Female,18-30,No,22,Yes,None,,Yes,,,Two year,No,Physical,26.25,18,No
4296,Female,30-45,Yes,35,Yes,3G,Sometimes,Yes,Yes,Yes,Month-to-month,No,Online Transfer,72.25,17,Yes
4843,Male,30-45,Yes,69,Yes,None,,No,,,Two year,No,Auto-payment,20.2,7,No
895,Male,18-30,No,30,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Auto-payment,94.3,19,No
4826,Female,>60,No,8,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,105.5,24,Yes
910,Male,>60,No,10,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,72.85,16,Yes
5765,Female,45-60,No,68,Yes,4G,Sometimes,Yes,No,No,One year,Yes,Auto-payment,96.55,19,Yes
4360,Male,45-60,No,31,Yes,4G,Sometimes,Yes,No,No,Month-to-month,No,Online Transfer,89.45,13,No
4527,Female,18-30,No,39,Yes,4G,No,No,Yes,Yes,Two year,Yes,Online Transfer,80.45,25,Yes
5441,Female,30-45,No,70,Yes,3G,No,Yes,Yes,Yes,Two year,No,Auto-payment,65.3,29,Yes
1184,Male,30-45,Yes,18,Yes,4G,Sometimes,No,No,Yes,Month-to-month,Yes,Physical,87.9,16,No
3302,Male,18-30,No,31,Yes,4G,Major User,Yes,No,Yes,One year,Yes,Online Transfer,103.45,19,Yes
1612,Male,30-45,Yes,67,Yes,,No,Yes,No,Yes,One year,No,Online Transfer,87.4,28,Yes
7018,Male,30-45,Yes,1,Yes,4G,No,No,No,No,Month-to-month,Yes,Physical,70.65,26,Yes
261,Male,>60,No,13,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,106.9,18,Yes
5746,Female,18-30,No,10,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Auto-payment,81,27,Yes
4330,Male,18-30,No,19,Yes,4G,No,No,No,Yes,Month-to-month,Yes,Online Transfer,78.25,15,Yes
1068,Male,30-45,No,49,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Auto-payment,99.05,23,Yes
94,Male,18-30,No,72,Yes,4G,Major User,Yes,No,Yes,Two year,Yes,Auto-payment,100.9,11,No
5653,Female,18-30,No,7,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,79,20,Yes
1558,Female,18-30,No,16,Yes,4G,Sometimes,Yes,No,Yes,Month-to-month,Yes,Auto-payment,95.6,25,Yes
3374,Female,>60,No,2,Yes,3G,No,No,No,No,Month-to-month,No,Physical,54.85,24,Yes
730,Female,18-30,No,45,Yes,4G,No,Yes,Yes,Yes,Month-to-month,Yes,Online Transfer,87.25,15,Yes
3533,Female,18-30,No,10,Yes,None,,No,,,One year,Yes,Physical,19.8,2,No
2525,Male,30-45,Yes,72,Yes,,Sometimes,Yes,Yes,No,Two year,Yes,Auto-payment,97.75,8,No
5903,Male,30-45,No,52,Yes,4G,No,Yes,Yes,Yes,Two year,Yes,Auto-payment,91.6,13,No
3354,Female,18-30,No,54,No,3G,Sometimes,,Yes,No,One year,No,Auto-payment,44.1,12,No
4531,Male,30-45,Yes,9,Yes,4G,No,Yes,No,Yes,Month-to-month,Yes,Auto-payment,79.35,22,Yes
2605,Female,18-30,No,13,Yes,None,,No,,,Two year,Yes,Physical,20.4,6,No
1696,Male,18-30,No,3,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,85.3,19,Yes
2684,Male,18-30,No,69,Yes,4G,Major User,Yes,Yes,No,One year,Yes,Auto-payment,105.2,19,No
6959,Female,18-30,No,38,Yes,4G,Major User,No,No,No,One year,Yes,Physical,89.1,11,No
5468,Female,18-30,No,7,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,79.7,25,Yes
3340,Female,>60,No,5,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Auto-payment,2000,27,Yes
2514,Female,>60,No,25,Yes,,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,89.7,24,Yes
6071,Male,30-45,Yes,72,Yes,4G,Major User,Yes,No,Yes,Two year,Yes,Auto-payment,105.55,5,No
2465,Male,18-30,No,1,No,3G,Sometimes,,No,No,Month-to-month,Yes,Auto-payment,35.25,28,Yes
6551,Female,30-45,No,63,Yes,4G,Major User,No,No,No,One year,Yes,Online Transfer,96,14,No
1845,Male,18-30,No,69,No,3G,No,,No,Yes,One year,Yes,Auto-payment,35.75,5,No
6508,Female,30-45,Yes,42,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,94.2,17,Yes
1359,Female,18-30,No,9,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,94.75,26,Yes
6311,Female,>60,No,55,Yes,4G,Major User,Yes,No,Yes,One year,Yes,Online Transfer,100.15,12,No
2879,Male,45-60,No,70,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,102.95,19,Yes
2374,Male,18-30,No,2,Yes,None,,No,,,Month-to-month,No,Physical,19.4,4,No
2516,Female,>60,No,16,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,96.4,24,Yes
4123,Male,45-60,No,34,Yes,,No,No,No,No,Month-to-month,No,Auto-payment,71.55,18,No
404,Male,18-30,No,20,Yes,None,,No,,,Two year,Yes,Physical,19.7,7,No
428,Male,18-30,No,18,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Auto-payment,75.6,11,No
3725,Female,18-30,No,1,Yes,4G,No,No,No,No,Month-to-month,Yes,Physical,70.8,21,Yes
4912,Male,>60,No,36,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,90.85,20,Yes
2178,Male,30-45,No,53,Yes,None,,No,,,Two year,No,Auto-payment,19.9,4,No
6322,Female,18-30,No,4,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,79,28,Yes
4881,Male,30-45,No,28,Yes,4G,No,No,Yes,No,Month-to-month,No,Auto-payment,76.55,18,No
3637,Male,18-30,No,9,Yes,None,,No,,,Month-to-month,No,Physical,20.25,28,Yes
717,Male,18-30,No,32,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Auto-payment,85.65,10,No
1856,Female,>60,No,38,Yes,3G,No,No,No,No,Month-to-month,Yes,Auto-payment,57.15,999,Yes
4045,Female,18-30,No,14,Yes,4G,No,No,No,No,Month-to-month,Yes,Auto-payment,71,20,Yes
6076,Female,30-45,Yes,65,Yes,3G,No,No,No,Yes,One year,No,Auto-payment,61.35,7,No
714,Male,30-45,No,72,Yes,None,,Yes,,,Two year,No,Physical,25.4,17,No
126,Female,>60,No,27,Yes,,No,Yes,No,Yes,Month-to-month,Yes,Online Transfer,78.05,23,Yes
6487,Female,30-45,No,61,Yes,4G,Sometimes,Yes,Yes,No,Two year,Yes,Auto-payment,94.35,16,No
788,Female,30-45,Yes,24,Yes,3G,Major User,Yes,No,No,One year,No,Online Transfer,78.4,3,No
1244,Female,18-30,No,15,Yes,None,,No,,,Month-to-month,No,Auto-payment,19.4,18,Yes
3384,Female,30-45,Yes,4,Yes,4G,No,No,No,Yes,Month-to-month,Yes,Online Transfer,73.75,23,Yes
3105,Male,18-30,No,26,Yes,3G,No,No,Yes,No,Month-to-month,No,Auto-payment,49.15,16,No
5286,Male,30-45,No,8,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,74.5,25,Yes
2870,Male,30-45,No,57,Yes,,Major User,Yes,Yes,Yes,Two year,No,Online Transfer,2000,12,No
4333,Male,30-45,No,31,Yes,4G,No,Yes,Yes,No,Month-to-month,Yes,Auto-payment,90.55,16,No
3062,Male,45-60,No,24,No,3G,No,,Yes,Yes,Month-to-month,No,Physical,34.25,4,No
11,Male,18-30,No,16,Yes,None,,No,,,Two year,No,Auto-payment,18.95,19,No
6510,Female,30-45,Yes,46,Yes,4G,Sometimes,Yes,Yes,Yes,Two year,No,Physical,99.65,6,No
721,Male,30-45,Yes,61,Yes,None,,No,,,Two year,No,Auto-payment,20.55,8,No
1567,Female,30-45,No,10,Yes,3G,Major User,No,No,Yes,Month-to-month,Yes,Auto-payment,67.8,16,No
6136,Female,30-45,Yes,46,Yes,None,,No,,,Two year,No,Auto-payment,20.25,10,No
336,Female,18-30,No,43,Yes,4G,Major User,Yes,No,Yes,Two year,Yes,Online Transfer,104.6,27,Yes
5556,Male,18-30,No,13,Yes,4G,No,No,No,Yes,Month-to-month,Yes,Online Transfer,79.8,27,Yes
5942,Female,30-45,No,9,No,3G,Major User,,No,Yes,Month-to-month,Yes,Online Transfer,48.75,23,Yes
6708,Female,>60,No,14,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,74.3,15,Yes
6498,Female,18-30,No,1,Yes,,No,No,No,Yes,Month-to-month,Yes,Online Transfer,82.3,21,Yes
6916,Male,18-30,Yes,44,Yes,,,No,,,Two year,No,Auto-payment,19.55,12,No
2911,Female,18-30,No,1,Yes,4G,No,No,No,Yes,Month-to-month,No,Auto-payment,73.5,21,Yes
5100,Female,18-30,No,1,Yes,,No,No,No,Yes,Month-to-month,No,Online Transfer,75.3,15,Yes
5315,Male,18-30,No,1,Yes,3G,No,No,No,No,Month-to-month,Yes,Online Transfer,45.6,19,Yes
3387,Female,18-30,No,7,Yes,None,,No,,,Month-to-month,No,Physical,20.65,2,No
1162,Female,18-30,No,67,Yes,,Sometimes,No,Yes,Yes,One year,Yes,Auto-payment,72.35,2,No
477,Female,30-45,Yes,7,Yes,3G,Sometimes,No,Yes,Yes,Month-to-month,Yes,Online Transfer,75.7,10,No
494,Male,18-30,No,1,Yes,None,,No,,,Month-to-month,No,Physical,20.4,11,No
3512,Male,>60,No,51,Yes,None,,Yes,,,One year,No,Auto-payment,25,12,No
6083,Male,45-60,Yes,64,Yes,None,,Yes,,,Two year,Yes,Auto-payment,24.4,15,No
4547,Male,30-45,Yes,62,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,105.5,3,No
6894,Male,45-60,No,3,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,105.9,16,Yes
4056,Female,18-30,No,3,No,3G,Major User,,No,No,Month-to-month,Yes,Online Transfer,50.6,25,Yes
544,Male,18-30,No,13,No,3G,Sometimes,,Yes,No,Month-to-month,Yes,Auto-payment,2000,27,Yes
5048,Female,45-60,No,54,Yes,4G,Major User,No,Yes,Yes,One year,Yes,Online Transfer,99.1,16,No
989,Male,30-45,Yes,34,Yes,None,,No,,,One year,No,Auto-payment,19.6,11,No
4839,Male,>60,No,7,Yes,,No,Yes,No,No,Month-to-month,No,Physical,73.75,23,Yes
5520,Female,18-30,No,55,Yes,4G,No,Yes,No,Yes,One year,Yes,Auto-payment,84.25,13,No
570,Female,30-45,Yes,60,Yes,,,No,,,Two year,Yes,Auto-payment,19.25,2,No
5389,Female,30-45,No,51,Yes,4G,No,No,No,No,Month-to-month,No,Physical,69.15,8,No
4854,Male,30-45,Yes,18,No,3G,Sometimes,,No,Yes,One year,No,Auto-payment,46.4,9,No
960,Male,45-60,No,7,No,3G,No,,No,No,Month-to-month,No,Auto-payment,29.8,10,No
1602,Male,18-30,No,30,Yes,,Major User,No,No,No,Month-to-month,Yes,Online Transfer,90.25,20,Yes
573,Male,30-45,No,56,Yes,4G,Major User,Yes,No,No,One year,No,Auto-payment,100.3,16,Yes
6075,Female,18-30,No,10,Yes,3G,Sometimes,No,Yes,No,One year,No,Physical,64.9,17,No
1840,Male,30-45,Yes,65,Yes,4G,Major User,Yes,Yes,Yes,Two year,No,Auto-payment,108.65,22,Yes
3442,Male,18-30,No,29,Yes,,Major User,No,Yes,Yes,Month-to-month,Yes,Auto-payment,98.8,9,No
5514,Female,18-30,No,1,Yes,3G,No,No,No,No,Month-to-month,Yes,Auto-payment,48.45,15,No
4213,Female,18-30,No,6,Yes,3G,No,No,Yes,No,Month-to-month,Yes,Auto-payment,50.8,24,Yes
6713,Male,>60,No,68,Yes,,Sometimes,Yes,No,Yes,Month-to-month,Yes,Online Transfer,95.9,5,No
2010,Male,18-30,No,5,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Auto-payment,75.9,15,Yes
5183,Female,45-60,Yes,34,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Physical,79.6,17,Yes
3775,Male,>60,No,41,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,98.4,22,Yes
6800,Female,30-45,No,14,Yes,,Major User,No,Yes,No,One year,No,Physical,105.95,21,Yes
6395,Male,30-45,Yes,41,Yes,4G,Major User,Yes,Yes,Yes,One year,Yes,Online Transfer,102.6,16,Yes
4829,Female,18-30,No,12,Yes,3G,No,No,No,No,Month-to-month,Yes,Auto-payment,45,5,No
6215,Female,>60,No,6,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,98.25,25,Yes
2424,Female,18-30,No,57,Yes,4G,Major User,Yes,No,Yes,Two year,Yes,Auto-payment,112.95,17,Yes
2372,Male,30-45,Yes,71,Yes,3G,Major User,Yes,Yes,Yes,Two year,No,Auto-payment,90.3,9,No
2771,Female,30-45,Yes,13,Yes,3G,Sometimes,No,No,Yes,Month-to-month,Yes,Physical,2000,12,No
4462,Female,18-30,No,16,Yes,4G,Sometimes,Yes,No,Yes,Month-to-month,Yes,Online Transfer,88.45,23,Yes
1435,Female,45-60,No,65,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Auto-payment,109.4,16,No
6300,Female,30-45,Yes,67,Yes,None,,Yes,,,Two year,Yes,Physical,2000,9,No
2833,Female,18-30,No,66,Yes,3G,No,No,No,Yes,Two year,Yes,Auto-payment,61.15,7,No
3103,Female,>60,No,1,Yes,,,No,,,Month-to-month,Yes,Online Transfer,19.45,28,Yes
6453,Male,45-60,No,47,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,100.05,28,Yes
4458,Male,30-45,Yes,38,Yes,4G,Sometimes,Yes,No,Yes,Month-to-month,Yes,Online Transfer,94.65,23,Yes
3331,Male,30-45,Yes,0,Yes,None,,No,,,Two year,No,Physical,19.85,8,No
2529,Male,>60,No,45,Yes,3G,Sometimes,No,No,Yes,One year,No,Auto-payment,2000,20,Yes
3955,Male,30-45,No,29,No,3G,Major User,,No,No,Month-to-month,Yes,Online Transfer,45.9,8,No
5300,Female,30-45,Yes,1,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Physical,80.05,18,Yes
4572,Female,30-45,No,60,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,106.15,2,No
5662,Female,18-30,No,1,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,70.25,21,Yes
2923,Male,18-30,No,54,Yes,4G,Sometimes,No,No,Yes,Month-to-month,No,Physical,89.8,17,No
4883,Male,>60,No,8,No,3G,No,,No,Yes,Month-to-month,Yes,Online Transfer,29.4,23,Yes
5728,Female,18-30,No,13,Yes,4G,No,Yes,Yes,Yes,Month-to-month,No,Online Transfer,89.4,20,Yes
4470,Male,18-30,No,7,Yes,3G,No,No,No,No,Month-to-month,Yes,Auto-payment,44.65,2,No
2494,Male,18-30,No,35,Yes,4G,No,Yes,No,No,Month-to-month,No,Auto-payment,75.35,18,Yes
2891,Female,18-30,No,1,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,79.7,16,Yes
2394,Male,18-30,No,71,Yes,,No,Yes,No,No,One year,Yes,Auto-payment,79.05,11,No
265,Female,30-45,Yes,61,Yes,,Major User,Yes,Yes,Yes,Two year,No,Physical,88.1,18,No
811,Male,18-30,No,70,Yes,4G,Major User,Yes,Yes,No,Two year,Yes,Auto-payment,104,29,Yes
5111,Male,>60,No,47,Yes,4G,Sometimes,No,No,No,Month-to-month,No,Physical,85.5,22,Yes
3783,Female,30-45,No,66,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,105.2,11,No
5102,Female,30-45,No,72,Yes,,Major User,Yes,Yes,Yes,Two year,Yes,Auto-payment,110.15,15,No
6324,Female,30-45,Yes,9,Yes,4G,No,No,Yes,No,Month-to-month,Yes,Online Transfer,75.85,14,No
2744,Female,30-45,No,42,Yes,,Major User,No,Yes,Yes,Two year,Yes,Auto-payment,99,19,No
1823,Male,18-30,No,19,Yes,4G,No,No,No,No,Month-to-month,Yes,Auto-payment,73.85,20,Yes
4578,Female,18-30,No,10,Yes,3G,Sometimes,No,Yes,No,Month-to-month,Yes,Physical,60.95,9,No
215,Female,30-45,No,57,No,3G,Major User,,No,Yes,Month-to-month,Yes,Auto-payment,58.75,4,No
3863,Male,30-45,No,17,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,102.55,7,No
1152,Male,18-30,No,7,Yes,3G,Sometimes,No,No,No,Month-to-month,No,Physical,54.85,6,No
2542,Male,18-30,Yes,35,Yes,3G,Major User,No,Yes,No,One year,Yes,Physical,72.1,10,No
3231,Female,18-30,No,15,Yes,3G,Major User,No,Yes,Yes,Month-to-month,No,Physical,84.45,6,No
4518,Male,>60,No,8,Yes,4G,No,Yes,No,Yes,Month-to-month,Yes,Online Transfer,81.25,22,Yes
3373,Female,>60,No,2,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Physical,75.45,26,Yes
2780,Female,18-30,No,25,Yes,3G,Sometimes,No,Yes,Yes,One year,No,Physical,74.3,15,Yes
3804,Male,18-30,No,10,Yes,4G,No,Yes,No,No,Month-to-month,No,Online Transfer,79.85,16,No
1004,Male,18-30,No,21,Yes,None,,No,,,Month-to-month,No,Physical,20,2,No
3273,Male,18-30,No,33,Yes,4G,No,No,No,No,Month-to-month,No,Online Transfer,68.25,23,Yes
119,Male,30-45,Yes,27,Yes,4G,No,Yes,Yes,No,Month-to-month,Yes,Auto-payment,85.2,16,No
5133,Male,45-60,No,24,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,104.25,23,Yes
1026,Male,>60,No,8,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,100.6,25,Yes
3332,Male,18-30,No,1,Yes,3G,No,No,No,No,Month-to-month,No,Physical,46.3,21,Yes
6687,Female,45-60,No,2,Yes,4G,No,Yes,No,Yes,Month-to-month,No,Online Transfer,79.2,25,Yes
964,Male,18-30,No,1,Yes,3G,No,No,No,No,Month-to-month,Yes,Physical,45.7,27,Yes
6488,Female,18-30,No,1,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,69.5,20,Yes
1708,Male,18-30,No,4,Yes,3G,Major User,No,Yes,Yes,Month-to-month,Yes,Online Transfer,74.4,26,Yes
6172,Male,30-45,No,10,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,70.1,23,Yes
4073,Male,30-45,Yes,14,Yes,3G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,65.45,22,Yes
3732,Female,30-45,Yes,23,Yes,3G,Sometimes,Yes,Yes,Yes,Two year,Yes,Auto-payment,77.15,11,No
4548,Female,18-30,No,22,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Physical,84.3,15,Yes
5723,Male,18-30,No,58,Yes,4G,No,Yes,Yes,No,Month-to-month,No,Auto-payment,80.65,13,No
509,Female,18-30,No,1,Yes,None,,No,,,Month-to-month,No,Physical,19.85,16,No
